guid,link,title,category,collected_at_utc
https://news.web.nhk/newsweb/na/nd-20260909de49198,https://news.web.nhk/newsweb/na/nd-20260909de49198,激しい雨 近畿・東海は線状降水帯発生のおそれも 厳重に警戒を,主要,2026-09-09T04:37:00Z
https://news.web.nhk/newsweb/na/nd-20260909de49220,https://news.web.nhk/newsweb/na/nd-20260909de49220,【動画】名古屋 大雨 一夜明けた市内の様子は,主要,2026-09-09T04:37:00Z
https://news.web.nhk/newsweb/na/nd-20260908de49169,https://news.web.nhk/newsweb/na/nd-20260908de49169,アメリカ 共和党が初めて中間選挙前に党大会開催へ 焦点は,主要,2026-09-09T04:37:00Z
https://news.web.nhk/newsweb/na/nd-20260908de49138,https://news.web.nhk/newsweb/na/nd-20260908de49138,ネパール土石流 発生から2週間 温暖化への対応求める声も,主要,2026-09-09T04:37:00Z
https://news.web.nhk/newsweb/na/nd-20260908de49178,https://news.web.nhk/newsweb/na/nd-20260908de49178,上智大生殺害放火事件 未解決のまま30年 情報提供を呼びかけ,主要,2026-09-09T04:37:00Z
https://news.web.nhk/newsweb/na/nd-20260909de49256,https://news.web.nhk/newsweb/na/nd-20260909de49256,【動画】大雨 今後の見通しは？ 気象予報士解説,主要,2026-09-09T04:37:00Z
https://news.web.nhk/newsweb/na/nd-20260909de49243,https://news.web.nhk/newsweb/na/nd-20260909de49243,香川 三豊 市内全域に避難指示 河川氾濫と土砂災害のおそれ,主要,2026-09-09T04:37:00Z
https://news.web.nhk/newsweb/na/nd-20260908de49145,https://news.web.nhk/newsweb/na/nd-20260908de49145,【動画】Pickup NEWS（9月9日）,社会,2026-09-09T04:37:00Z
https://news.web.nhk/newsweb/na/nd-20260908de49178,https://news.web.nhk/newsweb/na/nd-20260908de49178,上智大生殺害放火事件 未解決のまま30年 情報提供を呼びかけ,社会,2026-09-09T04:37:00Z
https://news.web.nhk/newsweb/na/nd-20260908de49184,https://news.web.nhk/newsweb/na/nd-20260908de49184,庄内川のレベル5氾濫特別警報をレベル2氾濫注意報に切り替え,社会,2026-09-09T04:37:00Z
https://news.web.nhk/newsweb/na/nd-20260908de49146,https://news.web.nhk/newsweb/na/nd-20260908de49146,名古屋市西区の女性殺害事件 民事裁判始まる 被告側は争う姿勢,社会,2026-09-09T04:37:00Z
https://news.web.nhk/newsweb/na/nd-20260908de49153,https://news.web.nhk/newsweb/na/nd-20260908de49153,岐阜 洋菓子店3人死亡事件“役員が戻ってきて男性刺した”,社会,2026-09-09T04:37:00Z
https://news.web.nhk/newsweb/na/nd-20260908de49056,https://news.web.nhk/newsweb/na/nd-20260908de49056,デヴィ夫人 元マネージャーなど暴行事件で罰金20万円求刑　,社会,2026-09-09T04:37:00Z
https://news.web.nhk/newsweb/na/nd-20260908de49089,https://news.web.nhk/newsweb/na/nd-20260908de49089,熊本 八代 被害受けた井戸で復旧に向けた作業続く,社会,2026-09-09T04:37:00Z
https://news.web.nhk/newsweb/na/nd-20260908de49087,https://news.web.nhk/newsweb/na/nd-20260908de49087,国際学力調査 読解力中心に格差拡大か SNS 生成AI不適切使用で,社会,2026-09-09T04:37:00Z
https://news.web.nhk/newsweb/na/nd-20260908de49023,https://news.web.nhk/newsweb/na/nd-20260908de49023,山形 酒田 6歳児が今月5日から行方不明 情報提供呼びかけ,社会,2026-09-09T04:37:00Z
https://news.web.nhk/newsweb/na/nd-20260908de49002,https://news.web.nhk/newsweb/na/nd-20260908de49002,牧野復興相 福島大動画“ある種の偏見の表れ 正しい発信を”,社会,2026-09-09T04:37:00Z
https://news.web.nhk/newsweb/na/nd-20260908de48978,https://news.web.nhk/newsweb/na/nd-20260908de48978,天皇陛下 皇居で稲刈り,社会,2026-09-09T04:37:00Z
https://news.web.nhk/newsweb/na/nd-20260908de48990,https://news.web.nhk/newsweb/na/nd-20260908de48990,たけし軍団メンバー お笑い芸人のグレート義太夫さん死去,社会,2026-09-09T04:37:00Z
https://news.web.nhk/newsweb/na/nd-20260908de48967,https://news.web.nhk/newsweb/na/nd-20260908de48967,岐阜 洋菓子店3人死亡事件 現場にガソリン携行缶 放火に使用か,社会,2026-09-09T04:37:00Z
https://news.web.nhk/newsweb/na/nd-20260908de48960,https://news.web.nhk/newsweb/na/nd-20260908de48960,台東区 民泊新規営業を住宅地などで認めない方針 来年1月から,社会,2026-09-09T04:37:00Z
https://news.web.nhk/newsweb/na/nd-20260908de48964,https://news.web.nhk/newsweb/na/nd-20260908de48964,静岡 川根本町 工事現場で土砂崩れ 作業員1人巻き込まれる,社会,2026-09-09T04:37:00Z
https://news.web.nhk/newsweb/na/nd-20260908de48947,https://news.web.nhk/newsweb/na/nd-20260908de48947,秋篠宮ご夫妻 ノルウェー前国王の葬儀に出発,社会,2026-09-09T04:37:00Z
https://news.web.nhk/newsweb/na/nd-20260908de48898,https://news.web.nhk/newsweb/na/nd-20260908de48898,7月の実質賃金 前年同月比2.4％増 7か月連続プラス,社会,2026-09-09T04:37:00Z
